Name,Price,Have,Limit,Discount,Traded
P90 | Grim (Minimal Wear),39,18,50,98,0
P90 | Grim (Well-Worn),31,1,12,91,0
P90 | Leather (Battle-Scarred),241,0,2,94,0
P90 | Leather (Field-Tested),296,0,2,98,0
P90 | Leather (Minimal Wear),399,0,2,98,0
P90 | Leather (Well-Worn),250,0,2,98,0
P90 | Module (Factory New),103,6,24,103,0
P90 | Module (Field-Tested),55,5,23,103,0
P90 | Module (Minimal Wear),65,5,31,104,0
P90 | Nostalgia (Battle-Scarred),370,1,8,104,0
P90 | Nostalgia (Factory New),884,0,10,103,0
P90 | Nostalgia (Field-Tested),450,1,31,108,0
P90 | Nostalgia (Minimal Wear),593,4,24,103,0
P90 | Nostalgia (Well-Worn),401,0,5,101,0
P90 | Off World (Battle-Scarred),13,7,33,98,0
P90 | Off World (Factory New),38,3,19,91,0
P90 | Off World (Field-Tested),15,17,50,101,0
P90 | Off World (Minimal Wear),24,4,50,98,0
P90 | Off World (Well-Worn),15,0,12,89,0
P90 | Run and Hide (Battle-Scarred),8571,0,8,93,0
P90 | Run and Hide (Factory New),29221,0,5,102,0
P90 | Run and Hide (Field-Tested),13137,0,24,105,0
P90 | Run and Hide (Minimal Wear),22792,0,11,111,0
P90 | Run and Hide (Well-Worn),9558,0,10,100,0
P90 | Sand Spray (Factory New),13,2,5,83,0
P90 | Scorched (Field-Tested),33,1,2,92,0
P90 | Scorched (Minimal Wear),54,0,2,95,0
P90 | Shallow Grave (Battle-Scarred),248,6,18,98,0
P90 | Shallow Grave (Factory New),658,0,7,103,0
P90 | Shallow Grave (Field-Tested),265,9,81,111,0
P90 | Shallow Grave (Minimal Wear),371,2,22,103,0
P90 | Shallow Grave (Well-Worn),289,3,8,98,0
P90 | Shapewood (Battle-Scarred),246,2,10,109,0
P90 | Shapewood (Factory New),1018,0,4,98,0
P90 | Shapewood (Field-Tested),247,3,23,104,0
P90 | Shapewood (Minimal Wear),481,1,8,104,0
P90 | Shapewood (Well-Worn),247,1,13,102,0
P90 | Storm (Battle-Scarred),59,0,2,94,0
P90 | Storm (Field-Tested),60,2,7,89,0
P90 | Storm (Minimal Wear),77,0,3,95,0
P90 | Storm (Well-Worn),60,0,2,89,0
P90 | Sunset Lily (Factory New),196,1,8,97,0
P90 | Sunset Lily (Field-Tested),177,0,9,94,0
P90 | Sunset Lily (Minimal Wear),183,0,10,95,0
P90 | Sunset Lily (Well-Worn),172,0,2,93,0
P90 | Teardown (Battle-Scarred),53,1,13,93,0
P90 | Teardown (Factory New),96,3,26,104,0
P90 | Teardown (Field-Tested),62,7,104,104,0
P90 | Teardown (Minimal Wear),76,4,53,105,0
P90 | Teardown (Well-Worn),52,2,8,93,0
P90 | Tiger Pit (Battle-Scarred),440,0,2,88,0
P90 | Tiger Pit (Factory New),644,1,24,100,0
P90 | Tiger Pit (Field-Tested),546,1,27,102,0
P90 | Tiger Pit (Minimal Wear),582,0,20,100,0
P90 | Tiger Pit (Well-Worn),463,0,3,89,0
P90 | Traction (Battle-Scarred),12,6,38,84,0
P90 | Traction (Factory New),86,1,10,98,0
P90 | Traction (Field-Tested),13,19,50,95,0
P90 | Traction (Minimal Wear),21,7,42,98,0
P90 | Traction (Well-Worn),13,8,50,87,0
P90 | Trigon (Battle-Scarred),522,1,5,93,0
P90 | Trigon (Field-Tested),605,5,35,112,0
P90 | Trigon (Minimal Wear),721,3,9,103,0
P90 | Trigon (Well-Worn),528,0,3,89,0
P90 | Virus (Battle-Scarred),76,0,2,95,0
P90 | Virus (Factory New),306,0,2,98,0
P90 | Virus (Field-Tested),76,2,8,96,0
P90 | Virus (Minimal Wear),157,0,6,89,0
P90 | Virus (Well-Worn),78,0,2,95,0
Pallet of Presents,7823,0,2,80,0
Patch | Alyx,592,0,2,93,0
Patch | Black Mesa,143,0,3,95,0
Patch | Bloodhound,95,2,11,95,0
Patch | Bravo,59,2,13,95,0
Patch | Breakout,48,0,13,95,0
Patch | Chicken Lover,276,0,3,98,0
Patch | City 17,55,0,7,94,0
Patch | CMB,51,0,7,95,0
Patch | Combine Helmet,83,0,8,94,0
Patch | Copper Lambda,677,0,2,98,0
Patch | Crazy Banana,295,0,4,98,0
Patch | Danger Zone,127,0,5,94,0
Patch | Dragon,761,0,2,90,0
Patch | Easy Peasy,252,0,4,98,0
Patch | Headcrab Glyph,73,0,7,94,0
Patch | Health,3306,0,2,97,0
Patch | Howl,2319,0,12,101,0
Patch | Hydra,116,1,16,96,0
Patch | Koi,228,0,5,99,0
Patch | Lambda,354,0,4,98,0
Patch | Longevity,191,0,5,85,0
Patch | Metal Distinguished Master Guardian,18,3,27,99,0
Patch | Metal Distinguished Master Guardian ★,23,2,10,86,0
Patch | Metal Gold Nova,21,3,10,90,0
Patch | Metal Gold Nova I,16,8,29,96,0
Patch | Metal Gold Nova Master,16,3,29,98,0
Patch | Metal Legendary Eagle,19,12,24,96,0
Patch | Metal Legendary Eagle Master,29,7,24,97,0
Patch | Metal Legendary Eagle Master ★,71,0,24,102,0
Patch | Metal Master Guardian,31,3,10,94,0
Patch | Metal Master Guardian Elite,19,8,26,98,0
Patch | Metal Master Guardian I,18,5,25,97,0
Patch | Metal Silver,32,7,30,98,0
Patch | Metal Silver Demon,571,2,31,108,0
Patch | Metal Supreme Master,24,5,25,98,0
Patch | Metal Supreme Master First Class,70,1,22,101,0
Patch | Metal The Global Elite,27,5,24,92,0
Patch | Metal The Global Elite ★,239,2,24,108,1
Patch | Payback,37,0,9,90,0
Patch | Phoenix,99,3,15,96,0
Patch | Rage,865,0,2,98,0
Patch | Shattered Web,79,2,12,96,0
Patch | Sustenance!,267,1,3,101,0
Patch | The Boss,1882,0,5,98,0
Patch | Vanguard,58,2,12,94,0
Patch | Vigilance,122,3,4,97,0
Patch | Vortigaunt,65,1,6,95,0
Patch | Welcome to the Clutch,454,0,4,98,0
Patch | Wildfire,168,3,14,93,0
Perfect World Graffiti Box,103,0,22,95,0
Perfect World Sticker Capsule 1,107,0,62,103,0
Perfect World Sticker Capsule 2,111,0,28,103,0
Phoenix Pin,828,1,9,105,0
Pinups Capsule,108,10,148,103,0
PP-Bizon | Antique (Factory New),308,0,5,97,0
PP-Bizon | Antique (Field-Tested),202,0,6,91,0
PP-Bizon | Antique (Minimal Wear),267,1,8,103,0
PP-Bizon | Bamboo Print (Battle-Scarred),63,0,3,87,0
PP-Bizon | Bamboo Print (Factory New),226,0,3,98,0
PP-Bizon | Bamboo Print (Field-Tested),74,0,11,86,0
PP-Bizon | Bamboo Print (Minimal Wear),110,0,8,80,0
PP-Bizon | Bamboo Print (Well-Worn),69,0,2,95,0
PP-Bizon | Blue Streak (Battle-Scarred),84,0,2,94,0
PP-Bizon | Blue Streak (Factory New),557,0,2,98,0
PP-Bizon | Blue Streak (Field-Tested),101,1,9,85,0
PP-Bizon | Blue Streak (Minimal Wear),171,0,4,91,0
PP-Bizon | Blue Streak (Well-Worn),126,0,2,92,0
PP-Bizon | Brass (Battle-Scarred),77,3,27,104,0
PP-Bizon | Brass (Factory New),188,0,11,94,0
PP-Bizon | Brass (Field-Tested),100,20,109,98,0
PP-Bizon | Brass (Minimal Wear),146,3,65,102,0
PP-Bizon | Brass (Well-Worn),83,6,35,103,0
PP-Bizon | Candy Apple (Factory New),27,15,50,96,0
PP-Bizon | Candy Apple (Field-Tested),16,5,26,98,0
PP-Bizon | Candy Apple (Minimal Wear),20,18,50,98,0
PP-Bizon | Carbon Fiber (Factory New),681,0,2,98,0
PP-Bizon | Chemical Green (Battle-Scarred),32,1,2,84,0
PP-Bizon | Chemical Green (Factory New),167,0,2,93,0
PP-Bizon | Chemical Green (Field-Tested),47,0,4,83,0
PP-Bizon | Chemical Green (Minimal Wear),72,1,4,89,0
PP-Bizon | Chemical Green (Well-Worn),37,0,2,86,0
PP-Bizon | Cobalt Halftone (Factory New),147,0,2,92,0
PP-Bizon | Cobalt Halftone (Field-Tested),47,0,6,92,0
PP-Bizon | Cobalt Halftone (Minimal Wear),60,0,6,95,0
PP-Bizon | Death Rattle (Battle-Scarred),7,2,7,92,0
PP-Bizon | Death Rattle (Field-Tested),8,13,50,100,0
PP-Bizon | Death Rattle (Minimal Wear),10,12,50,83,0
PP-Bizon | Death Rattle (Well-Worn),7,4,4,89,0
PP-Bizon | Embargo (Battle-Scarred),53,1,8,89,0
PP-Bizon | Embargo (Factory New),268,0,3,98,0
PP-Bizon | Embargo (Field-Tested),63,2,27,106,0
PP-Bizon | Embargo (Minimal Wear),134,1,12,97,0
PP-Bizon | Embargo (Well-Worn),51,1,13,97,0
PP-Bizon | Facility Sketch (Battle-Scarred),5,4,18,92,0
PP-Bizon | Facility Sketch (Factory New),6,17,50,100,0
PP-Bizon | Facility Sketch (Field-Tested),4,13,13,90,0
PP-Bizon | Facility Sketch (Minimal Wear),5,23,23,91,0
PP-Bizon | Facility Sketch (Well-Worn),5,2,2,89,0
PP-Bizon | Forest Leaves (Field-Tested),60,0,2,95,0
PP-Bizon | Forest Leaves (Minimal Wear),136,0,2,95,0
PP-Bizon | Fuel Rod (Battle-Scarred),88,0,7,95,0
PP-Bizon | Fuel Rod (Factory New),345,1,5,100,0
PP-Bizon | Fuel Rod (Field-Tested),118,2,31,103,0
PP-Bizon | Fuel Rod (Minimal Wear),178,1,18,95,0
PP-Bizon | Fuel Rod (Well-Worn),95,0,16,95,0
PP-Bizon | Harvester (Battle-Scarred),10,3,15,92,0
PP-Bizon | Harvester (Factory New),29,0,2,87,0
PP-Bizon | Harvester (Field-Tested),11,2,29,99,0
PP-Bizon | Harvester (Minimal Wear),14,4,18,94,0
PP-Bizon | Harvester (Well-Worn),14,7,21,98,0
PP-Bizon | High Roller (Battle-Scarred),278,2,24,108,0
PP-Bizon | High Roller (Factory New),961,0,4,98,0
PP-Bizon | High Roller (Field-Tested),323,8,77,112,0
PP-Bizon | High Roller (Minimal Wear),478,5,32,108,0
PP-Bizon | High Roller (Well-Worn),300,3,33,112,0
PP-Bizon | Irradiated Alert (Field-Tested),59,0,2,93,0
PP-Bizon | Irradiated Alert (Minimal Wear),100,0,2,95,0
PP-Bizon | Judgement of Anubis (Battle-Scarred),585,0,2,98,0
PP-Bizon | Judgement of Anubis (Factory New),1304,1,16,101,0
PP-Bizon | Judgement of Anubis (Field-Tested),649,4,15,104,0
PP-Bizon | Judgement of Anubis (Minimal Wear),901,1,11,104,0
PP-Bizon | Judgement of Anubis (Well-Worn),631,0,2,98,0
PP-Bizon | Jungle Slipstream (Battle-Scarred),7,1,3,83,0
PP-Bizon | Jungle Slipstream (Factory New),20,4,19,97,0
PP-Bizon | Jungle Slipstream (Field-Tested),8,15,39,99,0
PP-Bizon | Jungle Slipstream (Minimal Wear),12,7,20,98,0
PP-Bizon | Jungle Slipstream (Well-Worn),7,0,4,90,0
PP-Bizon | Night Ops (Battle-Scarred),7,2,15,94,0
PP-Bizon | Night Ops (Factory New),17,3,31,97,0
PP-Bizon | Night Ops (Field-Tested),8,34,50,100,0
PP-Bizon | Night Ops (Minimal Wear),10,22,50,96,0
PP-Bizon | Night Ops (Well-Worn),7,1,10,92,0
PP-Bizon | Night Riot (Battle-Scarred),8,12,43,97,0
PP-Bizon | Night Riot (Factory New),20,6,19,90,0
PP-Bizon | Night Riot (Field-Tested),8,28,50,97,0
PP-Bizon | Night Riot (Minimal Wear),11,14,50,97,0
PP-Bizon | Night Riot (Well-Worn),7,1,10,92,0
PP-Bizon | Osiris (Battle-Scarred),51,1,4,79,0
PP-Bizon | Osiris (Factory New),128,6,35,102,0
PP-Bizon | Osiris (Field-Tested),57,9,39,103,0
PP-Bizon | Osiris (Minimal Wear),82,11,42,103,0
PP-Bizon | Osiris (Well-Worn),62,2,8,93,0
PP-Bizon | Photic Zone (Battle-Scarred),10,0,8,89,0
PP-Bizon | Photic Zone (Factory New),159,1,6,95,0
PP-Bizon | Photic Zone (Field-Tested),20,5,19,98,0
PP-Bizon | Photic Zone (Minimal Wear),44,1,27,87,0
PP-Bizon | Photic Zone (Well-Worn),12,4,19,90,0
PP-Bizon | Runic (Battle-Scarred),8,8,49,100,0
PP-Bizon | Runic (Factory New),44,3,10,88,0
PP-Bizon | Runic (Field-Tested),8,21,50,97,0
PP-Bizon | Runic (Minimal Wear),13,10,50,98,0
PP-Bizon | Runic (Well-Worn),8,17,50,99,0
PP-Bizon | Sand Dashed (Factory New),8,2,4,90,0
PP-Bizon | Seabird (Factory New),26,2,9,88,0
PP-Bizon | Seabird (Field-Tested),20,2,8,85,0
PP-Bizon | Seabird (Minimal Wear),23,1,11,88,0
PP-Bizon | Seabird (Well-Worn),21,0,2,90,0
PP-Bizon | Urban Dashed (Factory New),12,0,4,88,0
PP-Bizon | Water Sigil (Factory New),88,2,4,92,0
PP-Bizon | Water Sigil (Field-Tested),64,0,5,95,0
PP-Bizon | Water Sigil (Minimal Wear),76,0,3,94,0
Prisma 2 Case,5,50,50,100,0
Prisma Case,5,25,25,95,0
Prisma Case Key,745,5,32,115,0
Prof. Shahmat | Elite Crew,50,20,140,99,0
R8 Revolver | Amber Fade (Factory New),126,4,75,105,0
R8 Revolver | Amber Fade (Field-Tested),104,1,106,105,0
R8 Revolver | Amber Fade (Minimal Wear),106,4,105,103,0
R8 Revolver | Amber Fade (Well-Worn),179,1,4,93,0
R8 Revolver | Bone Forged (Battle-Scarred),8,3,31,99,0
R8 Revolver | Bone Forged (Factory New),26,1,49,99,0
R8 Revolver | Bone Forged (Field-Tested),8,9,50,99,0
R8 Revolver | Bone Forged (Minimal Wear),13,7,50,98,0
R8 Revolver | Bone Forged (Well-Worn),7,0,16,92,0
R8 Revolver | Bone Mask (Factory New),9,0,5,90,0
R8 Revolver | Canal Spray (Battle-Scarred),23,0,2,88,0
R8 Revolver | Canal Spray (Field-Tested),25,4,12,78,0
R8 Revolver | Canal Spray (Minimal Wear),42,1,7,76,0
R8 Revolver | Canal Spray (Well-Worn),19,1,2,62,0
R8 Revolver | Crimson Web (Battle-Scarred),10,1,12,90,0
R8 Revolver | Crimson Web (Factory New),384,0,3,97,0
R8 Revolver | Crimson Web (Field-Tested),14,7,50,100,0
R8 Revolver | Crimson Web (Minimal Wear),38,3,19,103,0
R8 Revolver | Crimson Web (Well-Worn),13,2,11,92,0
R8 Revolver | Fade (Factory New),1502,0,17,103,0
R8 Revolver | Fade (Field-Tested),613,3,14,106,0
R8 Revolver | Fade (Minimal Wear),906,3,11,103,0
R8 Revolver | Fade (Well-Worn),682,0,2,98,0
R8 Revolver | Grip (Battle-Scarred),8,5,50,100,0
R8 Revolver | Grip (Factory New),26,1,10,92,0
R8 Revolver | Grip (Field-Tested),8,9,50,100,0
R8 Revolver | Grip (Minimal Wear),11,8,50,100,0
R8 Revolver | Grip (Well-Worn),8,8,50,98,0
R8 Revolver | Llama Cannon (Battle-Scarred),261,1,15,106,0
R8 Revolver | Llama Cannon (Factory New),817,0,5,97,0
R8 Revolver | Llama Cannon (Field-Tested),312,2,97,112,0
R8 Revolver | Llama Cannon (Minimal Wear),455,1,39,108,0
R8 Revolver | Llama Cannon (Well-Worn),263,1,5,96,0
R8 Revolver | Memento (Battle-Scarred),23,0,3,79,0
R8 Revolver | Memento (Factory New),69,0,4,95,0
R8 Revolver | Memento (Field-Tested),27,2,14,91,0
R8 Revolver | Memento (Minimal Wear),42,4,6,90,0
R8 Revolver | Memento (Well-Worn),33,0,2,86,0
R8 Revolver | Night (Battle-Scarred),6,1,27,100,0
R8 Revolver | Night (Factory New),151,0,5,95,0
R8 Revolver | Night (Field-Tested),7,16,50,100,0
R8 Revolver | Night (Minimal Wear),10,6,38,105,0
R8 Revolver | Night (Well-Worn),7,3,16,94,0
R8 Revolver | Nitro (Battle-Scarred),13,7,27,93,0
R8 Revolver | Nitro (Factory New),85,0,5,91,0
R8 Revolver | Nitro (Field-Tested),15,22,50,94,0
R8 Revolver | Nitro (Minimal Wear),20,9,36,94,0
R8 Revolver | Nitro (Well-Worn),14,3,19,94,0
R8 Revolver | Phoenix Marker (Battle-Scarred),55,0,14,87,0
R8 Revolver | Phoenix Marker (Factory New),121,6,45,102,0
R8 Revolver | Phoenix Marker (Field-Tested),68,2,94,99,0
R8 Revolver | Phoenix Marker (Minimal Wear),82,8,59,99,0
R8 Revolver | Phoenix Marker (Well-Worn),54,1,8,84,0
R8 Revolver | Reboot (Battle-Scarred),52,0,17,96,0
R8 Revolver | Reboot (Factory New),343,1,6,107,0
R8 Revolver | Reboot (Field-Tested),69,6,60,111,0
R8 Revolver | Reboot (Minimal Wear),112,1,31,106,0
R8 Revolver | Reboot (Well-Worn),59,1,23,104,0
R8 Revolver | Skull Crusher (Battle-Scarred),195,1,61,102,0
R8 Revolver | Skull Crusher (Field-Tested),228,5,65,108,0
R8 Revolver | Skull Crusher (Well-Worn),200,1,42,103,0
R8 Revolver | Survivalist (Battle-Scarred),9,1,12,95,0
R8 Revolver | Survivalist (Factory New),27,4,10,90,0
R8 Revolver | Survivalist (Field-Tested),11,11,50,99,0
R8 Revolver | Survivalist (Minimal Wear),18,9,30,95,0
R8 Revolver | Survivalist (Well-Worn),11,0,6,90,0
Revolver Case,5,50,50,93,0
Revolver Case Key,551,6,14,103,0
Rezan The Ready | Sabre,127,69,257,106,0
Rezan the Redshirt | Sabre,91,58,150,104,0
Safecracker Voltzmann | The Professionals,283,54,300,112,0
Sawed-Off | Amber Fade (Factory New),96,16,81,103,0
Sawed-Off | Amber Fade (Field-Tested),61,7,76,103,0
Sawed-Off | Amber Fade (Minimal Wear),76,9,66,102,0
Sawed-Off | Amber Fade (Well-Worn),51,0,3,90,0
Sawed-Off | Apocalypto (Battle-Scarred),56,10,48,104,0
Sawed-Off | Apocalypto (Factory New),239,2,22,103,0
Sawed-Off | Apocalypto (Field-Tested),67,15,126,103,0
Sawed-Off | Apocalypto (Minimal Wear),111,5,92,103,0
Sawed-Off | Apocalypto (Well-Worn),60,4,78,106,0
Sawed-Off | Bamboo Shadow (Battle-Scarred),59,1,2,88,0
Sawed-Off | Bamboo Shadow (Factory New),159,0,5,95,0
Sawed-Off | Bamboo Shadow (Field-Tested),74,0,9,90,0
Sawed-Off | Bamboo Shadow (Minimal Wear),113,0,5,94,0
Sawed-Off | Bamboo Shadow (Well-Worn),70,0,2,89,0
Sawed-Off | Black Sand (Battle-Scarred),7,8,41,101,0
Sawed-Off | Black Sand (Factory New),21,0,10,88,0
Sawed-Off | Black Sand (Field-Tested),8,12,50,99,0
Sawed-Off | Black Sand (Minimal Wear),11,7,50,99,0
Sawed-Off | Black Sand (Well-Worn),7,6,36,102,0
Sawed-Off | Brake Light (Factory New),149,7,109,103,0
Sawed-Off | Brake Light (Minimal Wear),132,0,4,90,0
Sawed-Off | Clay Ambush (Battle-Scarred),6,3,15,76,0
Sawed-Off | Clay Ambush (Factory New),17,8,29,86,0
Sawed-Off | Clay Ambush (Field-Tested),8,13,50,99,0
Sawed-Off | Clay Ambush (Minimal Wear),10,7,46,83,0
Sawed-Off | Clay Ambush (Well-Worn),7,3,7,84,0
Sawed-Off | Copper (Factory New),5158,0,3,100,0
Sawed-Off | Copper (Minimal Wear),5029,0,2,100,0
Sawed-Off | Devourer (Battle-Scarred),341,0,11,103,0
Sawed-Off | Devourer (Factory New),1038,0,10,96,0
Sawed-Off | Devourer (Field-Tested),417,0,34,108,0
Sawed-Off | Devourer (Minimal Wear),649,0,15,103,0
Sawed-Off | Devourer (Well-Worn),374,2,2,100,0
Sawed-Off | First Class (Factory New),1743,0,2,98,0
Sawed-Off | Forest DDPAT (Factory New),8,1,5,84,0
Sawed-Off | Fubar (Battle-Scarred),7,6,50,103,0
Sawed-Off | Fubar (Well-Worn),10,0,5,92,0
Sawed-Off | Full Stop (Battle-Scarred),48,0,12,87,0
Sawed-Off | Full Stop (Factory New),95,4,26,102,0
Sawed-Off | Full Stop (Field-Tested),62,8,91,104,0
Sawed-Off | Full Stop (Minimal Wear),76,8,55,103,0
Sawed-Off | Full Stop (Well-Worn),52,0,3,95,0
Sawed-Off | Highwayman (Battle-Scarred),40,0,2,90,0
Sawed-Off | Highwayman (Factory New),201,0,2,98,0
Sawed-Off | Highwayman (Field-Tested),44,1,5,88,0
Sawed-Off | Highwayman (Minimal Wear),76,1,3,97,0
Sawed-Off | Highwayman (Well-Worn),40,1,2,89,0
Sawed-Off | Irradiated Alert (Field-Tested),59,0,2,95,0
Sawed-Off | Irradiated Alert (Minimal Wear),101,0,2,85,0
Sawed-Off | Jungle Thicket (Battle-Scarred),22,0,2,86,0
Sawed-Off | Jungle Thicket (Factory New),24,1,4,86,0
Sawed-Off | Jungle Thicket (Field-Tested),21,6,6,86,0
Sawed-Off | Jungle Thicket (Minimal Wear),20,1,4,77,0
Sawed-Off | Jungle Thicket (Well-Worn),21,0,2,89,0
Sawed-Off | Limelight (Battle-Scarred),52,1,15,95,0
Sawed-Off | Limelight (Factory New),205,0,5,97,0
Sawed-Off | Limelight (Field-Tested),66,6,45,108,0
Sawed-Off | Limelight (Minimal Wear),103,1,20,108,0
Sawed-Off | Limelight (Well-Worn),57,1,18,103,0
Sawed-Off | Morris (Battle-Scarred),7,8,30,101,0
Sawed-Off | Morris (Factory New),29,1,6,92,0
Sawed-Off | Morris (Field-Tested),8,9,50,100,0
Sawed-Off | Morris (Minimal Wear),10,8,41,100,0
Sawed-Off | Morris (Well-Worn),8,12,45,99,0
Sawed-Off | Mosaico (Field-Tested),113,0,2,95,0
Sawed-Off | Orange DDPAT (Field-Tested),567,0,2,94,0
Sawed-Off | Origami (Battle-Scarred),9,0,7,92,0
Sawed-Off | Origami (Factory New),24,6,24,100,0
Sawed-Off | Origami (Field-Tested),10,16,50,100,0
Sawed-Off | Origami (Minimal Wear),15,5,30,99,0
Sawed-Off | Origami (Well-Worn),12,2,8,88,0
Sawed-Off | Rust Coat (Battle-Scarred),480,0,2,98,0
Sawed-Off | Rust Coat (Field-Tested),460,1,4,94,0
Sawed-Off | Rust Coat (Minimal Wear),478,0,2,98,0
Sawed-Off | Sage Spray (Field-Tested),8,1,4,94,0
Sawed-Off | Sage Spray (Minimal Wear),20,1,2,86,0
Sawed-Off | Sage Spray (Well-Worn),10,0,2,89,0
Sawed-Off | Serenity (Battle-Scarred),100,0,2,95,0
Sawed-Off | Serenity (Factory New),216,1,8,107,0
Sawed-Off | Serenity (Field-Tested),107,3,13,96,0
Sawed-Off | Serenity (Minimal Wear),146,1,15,97,0
Sawed-Off | Serenity (Well-Worn),100,1,2,97,0
Sawed-Off | Snake Camo (Battle-Scarred),8,10,29,94,0
Sawed-Off | Snake Camo (Factory New),20,0,2,82,0
Sawed-Off | Snake Camo (Field-Tested),10,43,50,94,0
Sawed-Off | Snake Camo (Minimal Wear),13,3,37,98,0
Sawed-Off | Snake Camo (Well-Worn),8,4,21,99,0
Sawed-Off | The Kraken (Factory New),814,0,3,98,0
Sawed-Off | The Kraken (Field-Tested),539,1,5,100,0
Sawed-Off | The Kraken (Minimal Wear),595,2,4,92,0
Sawed-Off | Wasteland Princess (Battle-Scarred),233,1,11,105,0
Sawed-Off | Wasteland Princess (Factory New),664,0,8,103,0
Sawed-Off | Wasteland Princess (Field-Tested),231,1,46,109,0
Sawed-Off | Wasteland Princess (Minimal Wear),364,4,21,105,0
Sawed-Off | Wasteland Princess (Well-Worn),251,2,6,100,0
Sawed-Off | Yorick (Battle-Scarred),9,0,12,90,0
Sawed-Off | Yorick (Factory New),57,0,4,92,0
Sawed-Off | Yorick (Field-Tested),14,4,22,98,0
Sawed-Off | Yorick (Minimal Wear),28,0,16,90,0
Sawed-Off | Yorick (Well-Worn),10,0,15,90,0
Sawed-Off | Zander (Battle-Scarred),7,3,15,97,0
Sawed-Off | Zander (Factory New),28,1,2,86,0
Sawed-Off | Zander (Field-Tested),8,13,32,100,0
Sawed-Off | Zander (Minimal Wear),12,3,10,90,0
Sawed-Off | Zander (Well-Worn),7,6,12,91,0
SCAR-20 | Army Sheen (Factory New),112,1,5,92,0
SCAR-20 | Army Sheen (Field-Tested),34,1,2,78,0
SCAR-20 | Army Sheen (Minimal Wear),46,0,5,80,0
SCAR-20 | Assault (Battle-Scarred),7,4,8,91,0
SCAR-20 | Assault (Factory New),20,5,15,91,0
SCAR-20 | Assault (Field-Tested),8,20,50,99,0
SCAR-20 | Assault (Minimal Wear),11,5,29,98,0
SCAR-20 | Assault (Well-Worn),8,0,7,90,0
SCAR-20 | Bloodsport (Factory New),628,0,19,103,0
SCAR-20 | Bloodsport (Field-Tested),239,6,38,108,0
SCAR-20 | Bloodsport (Minimal Wear),359,6,32,107,0
SCAR-20 | Bloodsport (Well-Worn),258,0,9,103,0
SCAR-20 | Blueprint (Battle-Scarred),8,6,15,89,0
SCAR-20 | Blueprint (Factory New),27,4,10,89,0
SCAR-20 | Blueprint (Field-Tested),8,25,50,105,0
SCAR-20 | Blueprint (Minimal Wear),15,13,31,100,0
SCAR-20 | Blueprint (Well-Worn),11,0,5,89,0
SCAR-20 | Brass (Battle-Scarred),2394,0,2,100,0
SCAR-20 | Brass (Factory New),2525,0,3,100,0
SCAR-20 | Brass (Field-Tested),2441,0,4,99,0
SCAR-20 | Brass (Minimal Wear),2437,0,3,100,0
SCAR-20 | Brass (Well-Worn),2393,0,2,100,0
SCAR-20 | Carbon Fiber (Factory New),25,36,50,94,0
SCAR-20 | Carbon Fiber (Minimal Wear),21,6,23,97,0
SCAR-20 | Cardiac (Battle-Scarred),296,0,2,98,0
SCAR-20 | Cardiac (Factory New),1276,0,2,98,0
SCAR-20 | Cardiac (Field-Tested),335,1,7,103,0
SCAR-20 | Cardiac (Minimal Wear),500,1,3,97,0
SCAR-20 | Cardiac (Well-Worn),287,1,4,97,0
SCAR-20 | Contractor (Factory New),8,1,5,95,0
SCAR-20 | Crimson Web (Battle-Scarred),97,0,3,95,0
SCAR-20 | Crimson Web (Field-Tested),110,2,11,95,0
SCAR-20 | Crimson Web (Minimal Wear),156,1,5,95,0
SCAR-20 | Crimson Web (Well-Worn),103,0,2,95,0
SCAR-20 | Cyrex (Factory New),2194,0,7,98,0
SCAR-20 | Cyrex (Field-Tested),985,1,7,92,0
SCAR-20 | Cyrex (Minimal Wear),1517,0,9,98,0
SCAR-20 | Cyrex (Well-Worn),796,0,2,95,0
SCAR-20 | Emerald (Factory New),1269,0,7,97,0
SCAR-20 | Enforcer (Battle-Scarred),58,3,44,106,0
SCAR-20 | Enforcer (Factory New),241,3,16,105,0
SCAR-20 | Enforcer (Field-Tested),68,8,123,105,0
SCAR-20 | Enforcer (Minimal Wear),112,4,86,106,0
SCAR-20 | Enforcer (Well-Worn),60,6,65,103,0
SCAR-20 | Green Marine (Battle-Scarred),11,1,8,92,0
SCAR-20 | Green Marine (Factory New),52,0,5,95,0
SCAR-20 | Green Marine (Field-Tested),12,1,19,97,0
SCAR-20 | Green Marine (Minimal Wear),25,1,10,92,0
SCAR-20 | Green Marine (Well-Worn),173,0,88,99,0
SCAR-20 | Grotto (Battle-Scarred),31,0,2,90,0
SCAR-20 | Grotto (Factory New),34,2,10,88,0
SCAR-20 | Grotto (Field-Tested),16,4,15,88,0
SCAR-20 | Grotto (Minimal Wear),21,6,10,83,0
